var;1;2;3;4;5;6;7;8;9;10
636;1.0;False;fFalse;1;4 1 96 7 8;25 9 7 0;3False606;9;-1 -1;R 1
637;0.5555555555555556;True;fFalse;8;error;error;837;0;end -10;R 5
638;3;-0.25;f-1;9;error;5 2 9 2;98error;11;5;R 0
639;0;-2.0;fFalse;7;4 3 59 7 8;error;62374;13;-8 -5 1;R 0
640;0.0;4;f-9;2;error;8 4 3 9;23061;8;5;R 6
641;0.0;1.0;ff-3;4;3 4 76 9 8;26 2 5 1;92831;4;3;R 0 8 6 4
642;0;False;ffTrue;6;1 5 57 6 8;7 3 7 5;418;10;10 10;R 0 0 0 0
643;1.0;True;fTrue;1;error;7 0 2 1;22035;2;-6 -6;R 0
644;18.0;-0.2222222222222222;ff6;3;error;5 1 2 4;7True148;11;12;R 9
645;0.8;0.0;ff8;6;error;error;640;8;end 6;R 6
646;0.0;False;ffFalse;7;error;16 9 7 1;10815;7;-9 -11 -13;R 0
647;49;True;f1;3;error;12 2 8 9;384;4;2 1 1;R 5
648;7.875;False;ffFalse;8;error;12 3 5 2;9True549;14;5 5;R 6 4 2 0
649;0.0;1;fFalse;7;2 5 89 7 6;5 7 0 2;27375;5;-2;R 6 5 4 3 2 1
650;0.0;0.0;ff2;7;error;7 5 1 0;813;1;13 13;R 0 0 0 0
651;4.0;-0.75;ff3;2;error;error;2False841;12;-3;R 4 6 8 0
652;0;254;fTrue;7;4 3 29 7 9;7 1 0 7;995;-2;-3 -2 -2;R 1 2 3 4 5 6
653;5;True;fFalse;8;error;4 0 3 1;70412;1;2 2;R 6 1 2 3 4 5
654;0.16666666666666666;0.0;f-1;3;0 5 46 7 8;error;105;9;-2 1 4;R 0
655;75.6;-3.0;fTrue;9;error;10 1 0 5;47801;1;-5;R 0 2 4 6
656;0;False;ff-6;6;4 0 96 7 8;8 3 9 1;33504;9;end -3;R 1
657;0.8;True;ffTrue;5;1 5 98 6 7;13 3 2 5;17639;13;-1 -1;R 5
658;21;True;f-9;8;error;7 7 5 2;5False742;6;1;R 1
659;18.0;False;fTrue;1;error;error;507;9;-4 -4;R 5 4 3 2 1 6
660;0;True;ff-5;0;error;6 8 0 2;25error;10;5 5;R 4
661;2.571428571428571;False;f-1;6;error;14 9 6 5;3False249;-1;8 8;R 4 6 8 0
662;0;True;ffFalse;0;error;10 8 9 0;81691;11;error;R 1
663;0.691358024691358;3.0;f-8;1;error;error;365;5;-9;R 4
664;0;-1.0;fFalse;4;2 5 49 8 6;23 4 8 2;19632;6;2 5;R 0
665;0.0;False;fTrue;2;1 0 28 6 7;14 2 4 5;762;14;error;R 6 4 2 0
666;30.0;False;f0;7;error;6 1 6 1;908;8;-2 -3 -4;R 0 2 4 6
667;5.0;False;fFalse;7;5 6 17 7 8;2 7 0 4;35129;6;-9 -8 -8;R 9
668;0;-2;f-9;1;2 4 78 9 6;31 5 9 2;776;13;1 1;R 6 5 4 3 2 1
669;3;0.3333333333333333;ffFalse;9;0 5 48 7 9;error;29351;12;7;R 1
670;2.333333333333333;8.0;f9;0;error;19 5 2 4;3True084;9;-5;R 6 1 2 3 4 5
671;0.0;False;ff-5;6;error;5 3 5 8;7True468;7;end 9;R 1 2 3 4 5 6
672;81;3;fTrue;6;error;17 2 1 6;25985;10;-8 -8;R 5 4 3 2 1 6
673;7;0.125;ffTrue;0;error;error;704;11;12 15 15;R 5
674;0.0;True;ff1;9;0 2 58 7 9;14 2 3 5;035;5;-3;R 0
675;0.2777777777777778;10.0;f-2;2;error;9 8 9 1;80408;3;-3 -3;R 5
676;32;True;ffFalse;5;error;11 8 2 2;10967;8;12 12;R 6
677;3.0;-2.111111111111111;ffTrue;9;error;9 9 1 3;5False824;11;1;R 0 0 0 0
678;9;-1.75;ff-6;4;5 2 49 7 8;4 4 1 2;104;7;-3;R 0 0 0 0
679;4.0;False;ff-8;7;error;error;92error;10;error;R 0 8 6 4
680;0;0.1111111111111111;ffFalse;0;error;12 5 2 1;69540;7;end 8;R 0
681;0.0;False;f-4;4;4 0 09 8 6;19 3 7 4;82432;2;4 4;R 4 6 8 0
682;5;-2.0;ffFalse;8;error;error;9True671;-1;14 14;R 9
683;126;False;f2;2;1 2 58 9 6;error;28345;6;11 11;R 0
684;0.6666666666666666;-3.0;ffTrue;7;error;8 4 9 1;041;0;-9;R 5
685;0.0;0.0;ff3;3;error;16 4 5 2;767;2;-2 0 2;R 0 0 0 0
686;8;0.3333333333333333;fTrue;5;1 0 68 7 9;error;02975;13;-11 -11;R 4
687;0.5714285714285714;-2;f-2;0;error;error;248;10;error;R 1
688;13.333333333333334;True;fFalse;3;error;error;12497;12;error;R 0
689;9;-1.962962962962963;ffTrue;4;error;12 6 0 7;028;4;-7;R 6
690;0.0;False;f-5;3;1 3 19 6 8;error;3True067;6;error;R 6 5 4 3 2 1
691;0;True;fFalse;0;4 0 27 9 8;12 7 5 8;65error;3;end -5;R 6 4 2 0
692;0.375;False;f-7;8;error;error;81368;-1;1 1;R 0 2 4 6
693;2.8000000000000003;True;ffTrue;9;4 0 89 6 7;error;496;5;1;R 6 1 2 3 4 5
694;6.0;-4.0;f-3;6;error;error;90258;2;5 4;R 0 0 0 0
695;0;1.0;f-6;9;error;9 4 9 2;7False356;9;0;R 1
696;80.0;False;ffFalse;0;3 2 07 7 6;error;80756;5;5 5;R 0
697;0;True;f-4;8;error;error;704;1;-5;R 5
698;2.333333333333333;0.0;ffTrue;6;error;4 6 7 1;8False298;-1;13 13;R 1 2 3 4 5 6
699;0.0;1.0;f-7;2;error;12 8 5 3;52error;7;0;R 0 8 6 4
700;3;0.9375;ffFalse;3;0 2 36 8 6;19 5 9 1;17953;9;4;R 5 4 3 2 1 6
701;0;0.0;ff-9;3;4 5 56 9 8;error;652;2;error;R 1 2 3 4 5 6
702;37.8;-18.0;ffFalse;3;error;11 7 1 0;78114;5;end -9;R 9
703;1.1428571428571428;True;ff7;5;error;51 7 9 4;72289;13;15 15;R 6 5 4 3 2 1
704;5.142857142857143;False;ffFalse;9;error;12 0 4 4;36error;5;4 5 6;R 6 1 2 3 4 5
705;0;False;ffFalse;4;error;error;8True162;14;-9;R 0 2 4 6
706;35.0;-0.3333333333333333;f4;6;2 4 67 8 9;10 0 3 8;851;9;-1 -1;R 0
707;3;False;fFalse;0;error;4 4 7 2;43806;7;5;R 5
708;0.7142857142857143;5;f-2;5;error;9 3 5 0;55error;8;-5 -4 -3;R 6
709;5.333333333333333;-2.0;fFalse;6;5 1 26 7 9;13 6 1 5;16852;4;-8 -8;R 6 4 2 0
710;0.0;-1.0;f6;2;4 5 06 7 9;9 2 4 7;1True478;-1;6;R 4 6 8 0
711;72;True;f9;8;error;10 2 6 4;8False054;12;error;R 0 0 0 0
712;5.25;False;ffFalse;0;3 1 56 8 7;6 6 3 9;63316;-1;2 2;R 0
713;0;True;f-6;4;0 3 26 8 9;14 7 2 9;456;8;-11 -11;R 5
714;24.0;4.0;ffTrue;3;error;error;378;11;4;R 1
715;3;False;fTrue;4;error;11 8 7 4;92831;7;6;R 4
716;0.3125;1.25;ff4;5;3 2 86 7 9;8 1 7 3;04945;8;9 12 15;R 0
717;41.99999999999999;True;ffTrue;9;2 4 16 8 9;10 3 9 2;986;11;-6 -6;R 0 8 6 4
718;0.7777777777777777;-2.0;f2;1;error;11 3 4 2;246;2;-4;R 0 0 0 0
719;6;False;ff0;1;error;error;3True137;1;7 7;R 5 4 3 2 1 6
720;0.0;False;fTrue;2;2 5 17 8 9;15 4 3 2;40520;9;-2 -4 -8;R 1
721;5.0;True;ffTrue;5;error;error;35error;-1;-9;R 5 4 3 2 1 6
722;0.0;-0.25;ff-6;8;3 5 48 7 6;7 3 8 1;1False051;10;-4 -4;R 0 0 0 0
723;0;-1.75;ff6;1;error;8 0 2 5;38068;12;-2 1 4;R 6 5 4 3 2 1
724;0.0;True;ffTrue;4;error;12 7 1 2;53629;12;6 6;R 0 8 6 4
725;12;True;ffTrue;6;0 0 17 8 6;10 0 1 7;721;9;6;R 1
726;0.0;False;f2;8;error;15 1 5 8;39810;4;-6;R 6 4 2 0
727;53.333333333333336;False;ffTrue;7;3 5 69 7 9;error;9True738;8;4 4;R 4 6 8 0
728;0.5555555555555556;True;ff-9;7;3 1 06 7 9;error;51524;3;-6;R 9
729;6;True;ff5;9;error;error;389;13;11 11;R 1
730;0.0;True;ffFalse;3;error;error;301;8;1 3;R 0
731;9.0;False;ff1;0;error;8 9 0 4;418;2;5;R 0 2 4 6
732;1.1428571428571428;True;ffFalse;1;0 3 56 9 8;7 0 6 3;21647;3;11 11;R 0
733;0;2.0;ffTrue;8;4 6 29 8 7;5 2 1 3;39588;0;end end -1;R 6 1 2 3 4 5
734;1.9444444444444446;True;ff-3;5;error;22 0 4 2;347;5;14;R 6
735;52.50000000000001;3.0;f-5;4;error;error;2False673;3;1 4 4;R 5
736;0;1;fFalse;6;2 2 48 6 7;10 7 2 0;04153;6;3;R 1 2 3 4 5 6
737;1.8;1.0;fTrue;7;error;9 9 1 1;90error;11;10;R 4
738;3.0;0.0;ff5;9;5 5 06 8 9;4 4 0 4;1False168;8;error;R 0
739;0;0.9876543209876543;ffFalse;4;error;11 4 5 0;40592;-2;end -11;R 0 0 0 0
740;36.75;-1;ff7;3;3 3 77 6 9;15 8 3 5;806;5;error;R 5
741;5.142857142857142;False;ff-9;6;error;10 4 5 6;735;7;3;R 0
742;0;True;ffTrue;4;5 2 38 7 6;20 2 9 4;89264;1;-7 -5 -1;R 6 5 4 3 2 1
743;29.999999999999996;-6.0;f-3;0;error;9 2 5 7;358;3;-8;R 0
744;2.6666666666666665;False;ffTrue;1;error;9 0 6 3;10729;4;error;R 0 2 4 6
745;0.1607142857142857;2.0;ff-1;9;2 0 18 9 7;7 8 4 6;4True459;1;13;R 5
746;0;-1.0;ffFalse;5;3 4 59 7 8;error;324;12;-2 2;R 4
747;16.0;False;ffFalse;2;error;2 0 1 3;6True270;13;end -5;R 1 2 3 4 5 6
748;6;True;ff9;4;error;error;509;7;-2 -2;R 1
749;0.7142857142857142;-0.75;fFalse;6;error;error;52729;12;-3;R 1
750;121.5;True;f6;7;2 1 09 6 7;error;56387;13;1 4;R 6 4 2 0
751;12.8;True;f0;0;error;12 3 8 3;168;6;7 5 1;R 0 0 0 0
752;0;True;fTrue;8;2 5 36 9 7;1 3 0 2;95361;8;error;R 0 8 6 4
753;18.666666666666668;-5;ff2;6;1 0 26 7 8;error;93254;9;-12 -12;R 9
754;5;2.0;ffFalse;2;5 0 89 7 9;11 8 3 4;906;7;-4 -2 0;R 0
755;0.8571428571428571;-0.5;f-7;9;error;error;5False385;1;end -1;R 6 1 2 3 4 5
756;0;16.0;ffTrue;6;5 2 09 6 9;13 6 0 9;271;5;10 10;R 5 4 3 2 1 6
757;0.5333333333333333;True;fFalse;1;error;9 3 2 2;57208;5;-5 -2 1;R 4 6 8 0
758;20;False;f1;2;error;error;40683;9;error;R 0 0 0 0
759;0;-0.962962962962963;fFalse;4;5 0 27 9 6;error;2False595;13;end end 9;R 6
760;4.0;-0.2222222222222222;f-9;8;error;6 6 4 9;720;8;-5 -5;R 5
761;0.0;-1.25;fTrue;8;1 4 08 6 9;error;23704;9;-1;R 5
762;0.0;False;ff-4;3;error;10 9 2 1;18696;4;11 11;R 4
763;18;0.0;fFalse;7;error;error;8False752;14;error;R 0 8 6 4
764;11.25;0.6666666666666666;f9;6;error;32 5 2 4;70error;6;-3 -3;R 1
765;4.0;False;ffTrue;0;2 3 19 8 6;error;54error;7;end 1;R 5
766;0;1.0;f5;9;4 0 77 9 6;9 3 8 7;2True189;7;1 4 7;R 6 1 2 3 4 5
767;0;True;ffFalse;3;2 4 38 6 8;15 4 6 5;02714;6;-4;R 6 5 4 3 2 1
768;1.6;-4;f-3;3;error;20 5 3 4;387;0;6 6;R 1 2 3 4 5 6
769;0.0;True;fTrue;3;error;error;33error;12;-2 -3 -3;R 6 4 2 0
770;0;False;ff1;9;0 4 18 7 6;41 9 7 2;59872;6;-4;R 5 4 3 2 1 6
771;27.999999999999996;1.037037037037037;f2;6;4 3 88 7 9;21 9 0 5;87642;3;3 3;R 4 6 8 0
772;0.0;15;fFalse;8;2 0 56 7 9;error;578;2;7 5 3;R 0 0 0 0
773;2.0;False;fFalse;3;1 3 47 6 8;9 0 2 6;43error;-1;0 0;R 0
774;0.0;True;f3;4;error;error;20965;11;9 9;R 0 2 4 6
775;32;False;ffFalse;7;error;6 4 1 5;8True237;9;4 4;R 9
776;6.857142857142857;True;f-2;2;0 1 89 9 7;6 5 7 3;90error;2;error;R 1
777;3;-8.0;f4;9;4 2 48 6 7;error;4True725;5;end -6;R 0
778;0.0;False;fFalse;1;2 5 19 7 8;7 3 0 2;82058;8;error;R 0 0 0 0
779;0;False;ffTrue;6;error;10 8 1 3;69257;14;7 7;R 0
780;5.0;False;f-9;8;2 1 66 9 7;10 1 5 9;962;6;-6 -4 -2;R 6
781;1.5;True;f0;5;0 3 48 7 9;error;729;4;9 7 5;R 0 0 0 0
782;32.0;-1;fTrue;4;error;11 0 7 3;480;11;-6;R 5 4 3 2 1 6
783;0;6.0;ffTrue;4;error;error;5True267;5;-8 -8;R 5
784;2.6666666666666665;True;f8;9;error;9 7 5 5;40386;12;-3 -3;R 4 6 8 0
785;0;0.0;ff-5;0;error;6 1 3 3;10539;-1;8 8;R 0
786;1.5;-1.0;ffTrue;3;0 3 08 9 7;16 8 6 9;24839;6;8;R 0 0 0 0
787;5;0.0;ff-3;2;error;9 7 1 4;2False685;11;4;R 0
788;12.0;False;fTrue;3;error;error;740;9;-11 -11;R 4
789;0.75;-3;ffFalse;6;error;8 1 9 3;69213;8;-13 -13;R 1
790;18;True;ff1;1;error;error;64error;3;-7;R 5
791;21.0;1.5;ffTrue;4;error;15 4 5 4;7False148;9;end end 9;R 6 4 2 0
792;0;4;f6;6;error;12 6 5 3;668;6;16 16;R 1 2 3 4 5 6
793;5.142857142857143;True;ffFalse;2;error;8 6 2 1;20944;13;4;R 6 1 2 3 4 5
794;0;-4.0;ff-5;1;4 5 36 7 8;error;24370;1;error;R 9
795;1.0;-0.6666666666666666;fFalse;5;error;4 0 7 2;615;1;5 8 11;R 0 8 6 4
796;0;-0.25;f-7;5;error;5 1 6 1;292;9;error;R 0 2 4 6
797;0;True;ffFalse;8;error;11 2 8 4;064;10;-6;R 0
798;28.0;True;f-6;7;1 4 58 9 6;error;51436;8;9 11 11;R 6 5 4 3 2 1
799;0;4.0;ff1;3;error;8 5 4 0;00820;6;9 10;R 1
800;1.0;2.0;fTrue;8;5 1 77 6 8;12 6 8 9;5True184;0;-2;R 6
801;0.8888888888888888;False;ff-2;0;0 4 38 9 6;error;24561;0;6 7 8;R 0 0 0 0
802;0;True;ffTrue;3;error;error;791;6;2;R 0 8 6 4
803;18;False;f6;4;error;9 3 4 2;629;8;5 5;R 0
804;49.77777777777778;False;ffFalse;3;error;8 9 0 2;40382;11;6;R 6 4 2 0
805;0.0;82;ff-7;6;1 5 28 7 6;error;1False487;6;-3 -3;R 6 1 2 3 4 5
806;0;False;ffFalse;2;error;10 8 3 9;03error;9;-6;R 4 6 8 0
807;0;1.0625;ffTrue;1;1 0 99 8 7;9 9 7 2;86052;13;-1 -3 -5;R 5
808;2.6666666666666665;-0.012345679012345678;ff2;7;error;error;72590;4;end -2;R 9
809;1.25;True;f-6;1;error;error;2True446;2;8;R 1
810;4.800000000000001;True;fFalse;7;error;22 3 0 3;927;1;5 6 6;R 5
811;32.0;-80;ff-1;5;error;error;42183;-1;end 2;R 5 4 3 2 1 6
812;0;-0.3333333333333333;ffFalse;3;2 3 26 7 8;17 2 8 4;02984;10;-5 -3;R 1
813;0.0;False;f-3;9;error;9 3 4 6;758;8;-4;R 0 0 0 0
814;6.0;-2.0;ffTrue;9;error;20 4 9 8;47error;6;10 10;R 0 2 4 6
815;18.0;2.0;ff0;8;2 0 36 7 9;7 1 7 2;9False720;3;10 10;R 6 5 4 3 2 1
816;0;0.2222222222222222;ffTrue;4;4 1 68 7 8;16 8 1 4;51451;6;11;R 0
817;21.0;True;fTrue;0;error;6 0 5 7;9True423;-1;3 1 -3;R 6
818;0;False;ff-8;5;error;25 0 6 2;860;7;-1;R 1 2 3 4 5 6
819;0.14285714285714285;False;fTrue;6;error;error;759;11;0 -2 -4 -6;R 4
820;20;-0.5;ff-6;9;error;error;63720;5;1;R 0
821;48.0;0.0;ffFalse;7;error;6 7 2 2;354;7;end 0;R 5
822;0;True;f2;7;0 2 17 7 9;error;8False265;9;-6;R 6 4 2 0
823;0.8333333333333334;False;ffFalse;5;5 3 07 8 9;6 7 1 2;70100;12;-5 -5;R 6
824;0;True;ff5;1;error;error;893;13;-8;R 0
825;2.0;False;ffTrue;1;4 0 18 7 6;error;67429;14;3 6 12;R 0 8 6 4
826;8;0;f3;2;error;13 9 5 1;82685;6;end 1;R 4
827;54.0;0.0;f-1;6;error;error;97162;2;6 5 4;R 0 2 4 6
828;0;True;fFalse;3;error;error;4True028;-1;error;R 5 4 3 2 1 6
829;0;1.0;ff2;6;error;12 7 3 9;709;5;end -4;R 0 0 0 0
830;2.857142857142857;2.0;fTrue;7;error;14 3 5 7;153;8;5 5;R 6 5 4 3 2 1
831;0;-4.0;ff3;7;error;8 4 0 1;84error;12;9 7 5;R 0 0 0 0
832;1.0;True;ffTrue;2;error;error;63286;11;1 1;R 5
833;9.0;False;ffTrue;6;error;error;795;7;9;R 4 6 8 0
834;0;True;ff4;2;0 3 07 9 6;error;38104;-2;-1 -1;R 1
835;5;1.125;ff-9;3;error;1 1 6 5;7False415;9;-6;R 9
836;0.5625;0.0625;fTrue;5;error;1 4 1 3;90795;2;3;R 1
837;10.666666666666666;False;ff3;0;error;error;146;13;11 11;R 0
838;0;-3;ffFalse;6;3 1 09 6 8;9 8 4 4;33271;1;-1 -1;R 0
839;1.8;3.0;ff-8;5;error;error;644;5;15;R 6 1 2 3 4 5
840;0;True;ffFalse;4;error;8 3 1 7;8True601;4;-7 -8 -9;R 1 2 3 4 5 6
841;0.0;-2.111111111111111;f6;9;0 1 47 8 6;error;9False546;13;11;R 5 4 3 2 1 6
842;0.0;True;ffFalse;4;error;15 7 4 2;31026;2;2;R 6 4 2 0
843;0;-0.3333333333333333;ff-6;6;error;error;09534;0;1 2 4;R 4
844;42.0;4.0;ffTrue;2;error;10 2 6 1;265;5;2 2;R 0 0 0 0
845;1.75;0.0;fFalse;2;error;6 9 4 3;980;9;18 18;R 0 8 6 4
846;16;6.0;f-5;8;error;error;61706;10;end end 14;R 6
847;0;True;ffFalse;0;3 8 36 9 6;12 4 8 6;124;13;end 3;R 0 2 4 6
848;81.0;True;ff5;8;2 5 07 9 6;5 1 0 2;74039;2;-1 -3 -5;R 1
849;0;0.0;fTrue;7;1 4 76 9 8;13 3 5 2;6True838;14;-7 -9;R 1
850;0.875;False;ff3;2;4 2 09 6 8;error;251;9;1 1;R 4 6 8 0
851;13.333333333333334;-0.5;f9;3;error;error;8True629;8;-2 -2;R 1 2 3 4 5 6
852;0;True;fFalse;6;5 0 28 7 9;error;483;9;8 9 10 11;R 5
853;0;True;f-9;6;error;error;51928;-1;-2;R 5
854;5.0;1.0;fFalse;7;error;9 7 6 3;30295;3;0 0;R 9
855;0;True;fFalse;0;1 5 86 9 7;9 6 5 3;473;9;-6 -6;R 6 5 4 3 2 1
856;0.5555555555555556;True;f-4;1;0 3 27 6 9;3 0 3 9;061;10;error;R 6 1 2 3 4 5
857;0;-4.0;ff3;2;4 0 17 9 8;15 2 3 3;81526;12;4 7 10;R 0 0 0 0
858;0.0;False;fTrue;2;error;7 5 0 6;96347;9;4;R 0
859;1.0;False;f-7;7;error;15 1 5 6;8False534;7;2 1 0;R 0
860;6.0;-1.6666666666666667;ffTrue;5;error;12 9 3 4;017;13;3 3;R 0
861;0.0;-1.0625;f5;4;error;15 5 7 1;53error;11;0;R 0 0 0 0
862;24;True;ffFalse;1;error;error;9False135;14;12 12;R 6 1 2 3 4 5
863;2.0;True;f4;7;5 2 47 9 8;error;41800;12;-3;R 1 2 3 4 5 6
864;1.25;0.0;fFalse;9;3 1 07 8 9;7 6 4 5;21493;1;end end 11;R 5
865;0.0;2;ff4;8;0 3 47 8 6;16 2 9 4;142;5;-6 -6;R 0 2 4 6
866;0;0.1111111111111111;fTrue;6;5 1 29 7 8;error;7False821;7;4;R 5
867;2.25;2.0625;ffFalse;0;5 3 29 9 6;error;70958;6;3 3;R 0
868;1.1428571428571428;True;ff8;0;error;11 6 5 7;08462;4;2 5 5;R 0 0 0 0
869;0;False;f-7;1;error;7 7 5 1;071;10;2;R 0
870;0.0;True;ffTrue;7;error;11 4 8 3;240;0;end 7;R 6 5 4 3 2 1
871;28.0;False;fFalse;2;error;7 1 6 7;982;1;1 1;R 4
872;1.0;-1;f-4;6;error;error;638;2;-4 -4;R 1
873;0;2.0;ff0;2;error;10 1 2 8;71260;8;error;R 9
874;6.75;17.0;fTrue;4;error;10 7 0 5;7False436;7;0 0;R 0
875;0;True;ff0;5;2 3 07 8 9;error;51705;5;error;R 5 4 3 2 1 6
876;0.65625;2.0;ffFalse;4;error;error;82274;10;2;R 6
877;0;False;f-3;5;0 2 96 8 7;14 4 8 3;918;6;4 4;R 6 4 2 0
878;15.0;0.0;fFalse;5;4 0 18 9 7;9 4 2 3;337;7;5 5;R 4 6 8 0
879;0.8888888888888888;False;ff1;7;error;error;64121;5;9;R 1
880;21.42857142857143;-9.0;fTrue;2;error;45 8 2 4;3True408;-1;2 2;R 0 8 6 4
881;9;-4.0;fFalse;9;error;19 1 7 3;213;12;1 4 4;R 6
882;0.0;False;f9;1;error;12 9 3 9;49error;3;8;R 5
883;3.5;True;ff-8;3;error;error;51802;9;-1;R 6 5 4 3 2 1
884;18;2.0;fTrue;7;error;14 9 3 3;65907;4;-4 -4;R 0 0 0 0
885;0.0;0.1111111111111111;f-1;3;error;35 8 4 0;8True085;-1;error;R 1 2 3 4 5 6
886;56;1.0;fFalse;7;2 0 48 9 6;12 1 0 3;91error;1;-2 -2;R 0
887;0.0;-11.0;fFalse;5;2 4 59 8 6;error;8False264;0;9 9;R 4
888;3.4285714285714284;False;f6;0;0 3 18 7 6;5 9 0 2;330;7;9;R 0
889;0;1.0;ffFalse;7;error;error;90489;7;2 4 6;R 0 2 4 6
890;81.0;1.0;f0;6;error;42 9 6 1;12674;3;4 4;R 9
891;5.6;True;ffFalse;5;error;error;02516;7;8 8;R 6 4 2 0
892;0.0;0.125;f-8;0;error;36 7 6 5;9True723;10;end -9;R 6 1 2 3 4 5
893;3.5;-4.0;f7;6;3 3 59 7 6;8 4 8 1;470;8;0 -2 -2;R 5
894;50.0;82;ffFalse;5;1 0 26 8 7;11 9 5 4;178;5;-9;R 0 0 0 0
895;0;1.3333333333333333;ff4;2;error;5 6 0 9;29430;13;7 7;R 1
896;0.0;True;fTrue;6;2 5 48 7 6;6 3 9 6;512;2;end end end -3;R 1
897;0;-0.012345679012345678;ffTrue;8;3 3 07 8 6;error;35error;11;-7 -5 -3;R 4 6 8 0
898;2.25;True;ff5;2;error;8 5 3 5;93047;8;3 3;R 0
899;48.0;False;fTrue;8;error;12 3 6 9;1False908;12;8 11 14;R 5 4 3 2 1 6
900;3;True;ff-4;3;5 1 49 7 8;7 8 0 2;61314;5;4 4;R 0 8 6 4
901;0.0;0.6666666666666666;ffFalse;7;3 2 86 9 7;8 5 2 0;51642;7;-8 -2;R 6 1 2 3 4 5
902;5.0;1.0;f6;5;error;error;73869;13;9;R 0 0 0 0
903;0;True;ff3;5;error;9 4 5 7;48error;-1;7 7;R 0 8 6 4
904;26.666666666666664;False;ffFalse;4;3 0 19 7 8;18 9 4 1;9False312;7;-4;R 6 4 2 0
905;8.4;-1;ff0;3;2 3 59 8 7;12 3 8 5;679;7;end -4;R 1
906;0;True;ffFalse;3;error;error;328;3;3 3;R 0
907;0.0;False;f4;4;error;8 1 5 5;11035;2;-1 -1;R 1
908;4.5;True;fFalse;8;error;10 3 6 5;96401;7;-5;R 6 5 4 3 2 1
909;0;False;ffTrue;7;4 6 29 8 7;8 3 8 3;88error;12;-6;R 6
910;4.5;False;ff-1;2;error;8 7 1 3;1True043;14;10 10;R 9
911;0;False;ffFalse;3;2 3 57 8 6;error;12039;-2;5 8 11;R 5
912;0.75;-4.0;ff5;6;error;error;57268;2;end 6;R 0 0 0 0
913;24;False;f6;6;error;2 0 2 5;1False243;5;11;R 4 6 8 0
914;0.0;False;ffTrue;9;2 5 78 6 9;10 9 8 4;516;9;end -1;R 5
915;1.3333333333333333;True;ffFalse;8;error;30 8 6 4;047;1;-1;R 0
916;4.666666666666666;1.0;ff2;0;3 0 16 7 9;6 6 0 2;621;5;error;R 0
917;48;True;ff0;8;5 0 66 8 7;10 8 7 4;6False980;10;-9 -8;R 4
918;0.0;True;ffTrue;8;3 5 47 9 8;error;28093;10;9 9;R 1 2 3 4 5 6
919;4.800000000000001;True;f-3;1;error;17 6 9 4;621;8;-10 -11 -11;R 0 2 4 6
920;0.0;False;ffTrue;2;3 4 08 7 6;error;33758;11;-6;R 5 4 3 2 1 6
921;0.8333333333333333;-1.984375;ff3;0;error;7 6 5 9;874;13;-3 -3;R 5
922;0.0;True;ffTrue;1;2 5 36 8 7;17 9 6 1;09394;8;-5;R 1
923;3.0;-2.0;f5;5;error;47 8 1 0;62307;4;1 1;R 5
924;63;1.75;fFalse;6;4 5 16 8 9;13 9 8 2;32error;10;0;R 0
925;0;0;ffFalse;2;error;error;1False986;11;-1;R 0 2 4 6
926;52.50000000000001;3.0;f-3;9;error;12 4 7 4;4False754;5;-2 -2;R 0 0 0 0
927;0.0;True;f-2;3;error;9 3 9 3;03129;0;-7 -9 -9;R 0 8 6 4
928;0.0;False;ffFalse;3;5 4 38 7 6;error;793;6;end 6;R 6 5 4 3 2 1
929;5;0.25;fFalse;8;error;6 1 3 4;40580;5;1 1;R 0
930;0.0;9.0;f-4;8;error;error;493;8;-7 -8;R 5 4 3 2 1 6
931;0;False;fTrue;4;error;16 4 5 8;18974;-2;error;R 0 0 0 0
932;4.199999999999999;-1.0;ff-8;9;error;13 7 8 1;60269;12;1 0 -1 -1;R 6 1 2 3 4 5
933;6;True;f7;2;0 3 67 8 9;7 1 5 4;78error;4;-1 2 8;R 9
934;52.5;1.0;fFalse;4;1 5 28 9 7;error;3False125;12;end -14;R 0
935;0.0;2.25;ff4;5;error;7 6 3 5;94error;5;-7 -7;R 6
936;0.0;1;ffTrue;2;5 4 18 7 8;6 1 3 1;082;4;9 12 15;R 1
937;1.0285714285714287;False;ff-5;4;error;6 6 4 2;5False138;2;7;R 4
938;0;True;fTrue;4;0 1 39 6 8;12 3 2 4;03296;8;2 1;R 6 4 2 0
939;0;5;f0;1;error;10 0 7 4;12754;0;-12 -12;R 1 2 3 4 5 6
940;0.0;True;ffFalse;5;0 2 88 7 9;14 8 5 0;017;9;-1 -1;R 4 6 8 0
941;0.0;False;ff1;1;error;error;132;8;3;R 0 8 6 4
942;1.0;-4.0;ffFalse;1;5 1 37 9 8;error;57906;8;error;R 6 4 2 0
943;36;True;f0;4;0 1 26 7 8;22 3 4 9;43822;8;-3 -3;R 0 0 0 0
944;3.5555555555555554;False;fTrue;9;error;4 0 5 1;579;8;0 -1 -2;R 0 2 4 6
945;9.0;True;ffFalse;0;error;error;3False568;10;-3 0 3;R 0
946;1.8;False;f-9;6;error;error;346;13;0;R 6
947;0;True;fTrue;4;4 3 27 9 6;17 1 6 2;7True805;2;error;R 4
948;0.0;9.0;ff-8;5;0 4 59 6 8;7 7 0 3;30417;12;0;R 6 5 4 3 2 1
949;8;0.5;ffTrue;7;error;7 1 0 9;36825;1;3;R 6 1 2 3 4 5
